_id,EVENT_UNIQUE_ID,OCCURRENCE_YEAR,OCCURRENCE_DATE,OCCURRENCE_TIME,REPORTED_YEAR,REPORTED_DATE,REPORTED_TIME,DIVISION,LOCATION_TYPE,AGE_BIAS,MENTAL_OR_PHYSICAL_DISABILITY,RACE_BIAS,ETHNICITY_BIAS,LANGUAGE_BIAS,RELIGION_BIAS,SEXUAL_ORIENTATION_BIAS,GENDER_BIAS,MULTIPLE_BIAS,PRIMARY_OFFENCE,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,ARREST_MADE
750,GO-2022161434,2022,2022-01-21,1015,2022,2022-01-25,1616,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,086,Roncesvalles (86),086,Roncesvalles (86),NO
751,GO-2022149653,2022,2022-01-23,1711,2022,2022-01-23,1711,D52,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),YES
752,GO-2022277041,2022,2022-01-25,1300,2022,2022-02-12,823,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,088,High Park North (88),088,High Park North (88),NO
753,GO-2022179826,2022,2022-01-27,2310,2022,2022-01-27,2310,D51,Public Transportation,NO,NO,None,Arab,None,None,None,None,NO,Uttering Threats - Bodily Harm,074,North St.James Town (74),074,North St.James Town (74),NO
754,GO-2022178267,2022,2022-01-27,1810,2022,2022-01-27,1810,D53,Public Transportation,NO,NO,None,Filipino,None,None,None,None,NO,Assault,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),YES
755,GO-2022189700,2022,2022-01-28,2300,2022,2022-01-29,1133,D53,Streets/Roadways/Highway,NO,NO,Black,None,None,None,Gay,None,YES,Mischief Over $5000,099,Mount Pleasant East (99),099,Mount Pleasant East (99),NO
756,GO-2022206429,2022,2022-01-31,2040,2022,2022-02-02,912,D52,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
757,GO-2022243566,2022,2022-02-03,1,2022,2022-02-06,1305,D42,Religious Place of Worship/Cultural Centre,NO,NO,Black,None,None,None,None,None,NO,Mischief To Data,129,Agincourt North (129),129,Agincourt North (129),NO
758,GO-2022252950,2022,2022-02-03,0,2022,2022-02-09,1400,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,044,Flemingdon Park (44),044,Flemingdon Park (44),NO
759,GO-2022247976,2022,2022-02-05,1800,2022,2022-02-07,920,D52,Streets/Roadways/Highway,NO,NO,None,None,None,Jewish,None,None,NO,Public Incitement of Hatred ,NSA,NSA,NSA,NSA,NO
760,GO-2022245622,2022,2022-02-06,2038,2022,2022-02-06,2113,D41,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Mischief Under $5000,125,Ionview (125),125,Ionview (125),NO
761,GO-2022253974,2022,2022-02-07,2359,2022,2022-02-08,945,D22,Other Commercial / Corporate Places ,NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Over $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),YES
762,GO-2022292449,2022,2022-02-07,1245,2022,2022-02-14,953,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,079,University (79),079,University (79),NO
763,GO-2022258169,2022,2022-02-08,1905,2022,2022-02-08,1905,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
764,GO-2022266348,2022,2022-02-09,2345,2022,2022-02-10,249,D55,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault With a Weapon,070,South Riverdale (70),070,South Riverdale (70),YES
765,GO-2022267973,2022,2022-02-09,1200,2022,2022-02-10,913,D33,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,048,Hillcrest Village (48),048,Hillcrest Village (48),NO
766,GO-2022270713,2022,2022-02-10,1530,2022,2022-02-10,1845,D22,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,Black,None,None,None,None,None,NO,Harassing Communications,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
767,GO-2022326663,2022,2022-02-12,0,2022,2022-02-19,1313,D53,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,096,Casa Loma (96),096,Casa Loma (96),NO
768,GO-2022301278,2022,2022-02-15,1033,2022,2022-02-15,1731,D11,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,086,Roncesvalles (86),086,Roncesvalles (86),NO
769,GO-2022341002,2022,2022-02-21,2020,2022,2022-02-21,2151,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,019,Long Branch (19),019,Long Branch (19),NO
770,GO-2022348872,2022,2022-02-23,300,2022,2022-02-23,437,D32,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,153,Avondale (153),051,Willowdale East (51),NO
771,GO-2022377496,2022,2022-02-23,0,2022,2022-02-27,1240,D31,Non-Commercial/Non for Profit,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
772,GO-2022472350,2022,2022-02-23,2300,2022,2022-03-13,1451,D55,Business/Retail,NO,NO,None,None,None,Jewish,None,None,NO,Assault,069,Blake-Jones (69),069,Blake-Jones (69),NO
773,GO-2022365446,2022,2022-02-24,1600,2022,2022-02-25,1332,D32,Business/Retail,NO,NO,None,Russian,None,None,None,None,NO,Uttering Threats - Property,034,Bathurst Manor (34),034,Bathurst Manor (34),YES
774,GO-2022363601,2022,2022-02-24,1900,2022,2022-02-25,1412,D33,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,None,Transgender Man (Identifies As Man),NO,Uttering Threats - Bodily Harm,043,Victoria Village (43),043,Victoria Village (43),NO
775,GO-2022370704,2022,2022-02-25,2100,2022,2022-02-26,948,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
776,GO-2022390048,2022,2022-02-26,2000,2022,2022-03-01,1100,D22,"Open Area, Park or Parking Lot",NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Over $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),YES
777,GO-2022390843,2022,2022-02-28,1545,2022,2022-03-01,1431,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,092,Corso Italia-Davenport (92),092,Corso Italia-Davenport (92),NO
778,GO-2022389827,2022,2022-02-28,200,2022,2022-03-01,1132,D22,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,Ukrainian,None,None,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
779,GO-2022384184,2022,2022-02-28,1300,2022,2022-02-28,1333,D23,Other Commercial / Corporate Places ,NO,NO,None,None,None,Muslim,None,None,NO,Harassing Communications,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),NO
780,GO-2022396686,2022,2022-03-01,1600,2022,2022-03-02,1004,D51,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
781,GO-2022396104,2022,2022-03-01,1500,2022,2022-03-02,835,D14,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,079,University (79),079,University (79),NO
782,GO-20221043175,2022,2022-03-01,1645,2022,2022-06-02,1816,D51,Streets/Roadways/Highway,NO,NO,None,None,None,Muslim,None,None,NO,Uttering Threats - Bodily Harm,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),YES
783,GO-2022384262,2022,2022-03-01,1644,2022,2022-03-01,1644,D22,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Under $5000,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
784,GO-2022403056,2022,2022-03-01,1030,2022,2022-03-03,1520,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,011,Eringate-Centennial-West Deane (11),011,Eringate-Centennial-West Deane (11),NO
785,GO-2022396813,2022,2022-03-02,900,2022,2022-03-02,1246,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),NO
786,GO-2022405319,2022,2022-03-03,1415,2022,2022-03-03,1415,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
787,GO-2022417320,2022,2022-03-04,2344,2022,2022-03-05,935,D22,Other Commercial / Corporate Places ,NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),YES
788,GO-2022432485,2022,2022-03-04,332,2022,2022-03-07,1610,D14,Public Transportation,NO,NO,South Asian,None,None,None,None,None,NO,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),NO
789,GO-2022446692,2022,2022-03-04,1,2022,2022-03-09,1724,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Other race not mentioned,None,None,None,None,None,NO,Harassing Communications,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),NO
790,GO-2022420485,2022,2022-03-05,1936,2022,2022-03-05,1936,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,058,Old East York (58),058,Old East York (58),NO
791,GO-2022421244,2022,2022-03-05,2227,2022,2022-03-05,2303,D22,"Open Area, Park or Parking Lot",NO,NO,None,Russian,None,None,None,None,NO,Mischief Over $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
792,GO-2022431054,2022,2022-03-06,1800,2022,2022-03-07,1308,D51,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,Jewish,2SLGBTQ+,None,YES,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
793,GO-2022427294,2022,2022-03-06,2123,2022,2022-03-06,2123,D53,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,174,South Eglinton-Davisville (174),104,Mount Pleasant West (104),NO
794,GO-2022429852,2022,2022-03-06,2222,2022,2022-03-07,957,D22,Other Commercial / Corporate Places ,NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),YES
795,GO-2022437671,2022,2022-03-07,0,2022,2022-03-08,1213,D42,Public Transportation,NO,NO,South Asian,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,146,Malvern East (146),132,Malvern (132),NO
796,GO-2022443766,2022,2022-03-08,1,2022,2022-03-09,1234,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,062,East End-Danforth (62),062,East End-Danforth (62),NO
797,GO-2022446073,2022,2022-03-09,1630,2022,2022-03-09,2030,D13,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),YES
798,GO-2022450615,2022,2022-03-10,37,2022,2022-03-10,937,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,122,Birchcliffe-Cliffside (122),122,Birchcliffe-Cliffside (122),NO
799,GO-2022457709,2022,2022-03-11,956,2022,2022-03-11,956,D22,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
800,GO-2022472889,2022,2022-03-13,1636,2022,2022-03-13,1636,D55,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Interfere With Property,058,Old East York (58),058,Old East York (58),NO
801,GO-2022480176,2022,2022-03-14,1100,2022,2022-03-14,2035,D13,Streets/Roadways/Highway,NO,NO,Latino,None,None,None,None,None,YES,Assault,106,Humewood-Cedarvale (106),106,Humewood-Cedarvale (106),NO
802,GO-2022475130,2022,2022-03-14,45,2022,2022-03-14,45,D32,"Open Area, Park or Parking Lot",NO,NO,None,Ukrainian,None,None,None,None,NO,Mischief Over $5000,034,Bathurst Manor (34),034,Bathurst Manor (34),NO
803,GO-2022494757,2022,2022-03-15,1440,2022,2022-03-16,1859,D55,Public Transportation,NO,NO,East/Southeast Asian,None,None,Muslim,None,None,YES,Assault,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
804,GO-2022493049,2022,2022-03-16,1423,2022,2022-03-16,1423,D53,Streets/Roadways/Highway,NO,NO,Other race not mentioned,None,None,None,None,None,NO,Mischief Under $5000,098,Rosedale-Moore Park (98),098,Rosedale-Moore Park (98),NO
805,GO-2022528026,2022,2022-03-16,1400,2022,2022-03-21,1537,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),NO
806,GO-2022534992,2022,2022-03-16,1348,2022,2022-03-22,1444,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Disturbing Religious Worship Or Certain Meetings,027,York University Heights (27),027,York University Heights (27),NO
807,GO-2022506622,2022,2022-03-18,745,2022,2022-03-18,1601,D53,"Open Area, Park or Parking Lot",NO,NO,Black,None,None,None,None,None,NO,Assault,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),NO
808,GO-2022508361,2022,2022-03-18,1559,2022,2022-03-18,1559,D32,Streets/Roadways/Highway,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,NSA,NSA,NSA,NSA,NO
809,GO-2022594959,2022,2022-03-31,735,2022,2022-03-31,752,D32,Streets/Roadways/Highway,NO,NO,None,Russian,None,None,None,None,NO,Assault With a Weapon,035,Westminster-Branson (35),035,Westminster-Branson (35),YES
810,GO-2022622781,2022,2022-04-04,905,2022,2022-04-04,1003,D14,Streets/Roadways/Highway,NO,NO,None,Chinese,None,None,None,None,NO,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),NO
811,GO-2022678821,2022,2022-04-05,1714,2022,2022-04-12,1052,D52,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Mischief Under $5000,079,University (79),079,University (79),NO
812,GO-2022634644,2022,2022-04-06,47,2022,2022-04-06,47,D14,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,172,Dovercourt Village (172),093,Dovercourt-Wallace Emerson-Junction (93),NO
813,GO-2022644242,2022,2022-04-07,1140,2022,2022-04-07,1144,D42,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,None,None,Transgender Woman (Identifies As Woman),NO,Assault,129,Agincourt North (129),129,Agincourt North (129),YES
814,GO-2022780069,2022,2022-04-07,10,2022,2022-04-27,819,D53,Public Transportation,NO,NO,None,Korean,None,None,None,None,NO,Assault,095,Annex (95),095,Annex (95),NO
815,GO-2022673371,2022,2022-04-08,0,2022,2022-04-11,1524,D14,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),NO
816,GO-2022673268,2022,2022-04-10,1200,2022,2022-04-11,1512,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Harassing Communications,027,York University Heights (27),027,York University Heights (27),NO
817,GO-2022680231,2022,2022-04-12,2200,2022,2022-04-12,2214,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
818,GO-2022688919,2022,2022-04-13,1545,2022,2022-04-13,1606,D51,Streets/Roadways/Highway,NO,NO,None,Indian,None,None,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
819,GO-2022726974,2022,2022-04-14,1200,2022,2022-04-19,2359,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES
820,GO-2022707213,2022,2022-04-16,200,2022,2022-04-16,945,D43,Streets/Roadways/Highway,NO,NO,None,Indian,None,None,None,None,NO,Assault,136,West Hill (136),136,West Hill (136),YES
821,GO-2022723678,2022,2022-04-18,0,2022,2022-04-19,53,D31,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),NO
822,GO-2022780753,2022,2022-04-20,622,2022,2022-04-27,1007,D32,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
823,GO-2022739342,2022,2022-04-21,900,2022,2022-04-21,1018,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),NO
824,GO-2022737679,2022,2022-04-21,27,2022,2022-05-15,1435,D32,NA,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,037,Willowdale West (37),037,Willowdale West (37),NO
825,GO-2022821421,2022,2022-04-29,500,2022,2022-05-03,936,D43,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,134,Highland Creek (134),134,Highland Creek (134),NO
826,GO-2022815139,2022,2022-04-29,0,2022,2022-05-02,1722,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),NO
827,GO-2022798816,2022,2022-04-29,2053,2022,2022-04-29,2053,D51,NA,NO,NO,Middle Eastern,None,None,None,Gay,None,YES,Assault,071,Cabbagetown-South St.James Town (71),071,Cabbagetown-South St.James Town (71),NO
828,GO-2022820697,2022,2022-04-30,1500,2022,2022-05-03,730,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,050,Newtonbrook East (50),050,Newtonbrook East (50),NO
829,GO-2022808810,2022,2022-05-01,1030,2022,2022-05-01,1335,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO
830,GO-2022807321,2022,2022-05-01,626,2022,2022-05-01,626,D23,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,006,Kingsview Village-The Westway (6),006,Kingsview Village-The Westway (6),NO
831,GO-2022822665,2022,2022-05-03,839,2022,2022-05-14,625,D51,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,168,Downtown Yonge East (168),075,Church-Yonge Corridor (75),NO
832,GO-2022861180,2022,2022-05-08,2130,2022,2022-05-08,2140,D31,"Government Building (Courthouse, Museums, Parliament Building, etc.)",NO,NO,None,None,None,Muslim,None,None,NO,Disturbing Religious Worship Or Certain Meetings,027,York University Heights (27),027,York University Heights (27),YES
833,GO-2022877834,2022,2022-05-11,614,2022,2022-05-11,614,D42,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,145,Malvern West (145),132,Malvern (132),NO
834,GO-2022894232,2022,2022-05-12,1700,2022,2022-05-13,1528,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,010,Princess-Rosethorn (10),010,Princess-Rosethorn (10),NO
835,GO-2022889066,2022,2022-05-12,1030,2022,2022-05-12,1539,D55,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,068,North Riverdale (68),068,North Riverdale (68),NO
836,GO-2022886125,2022,2022-05-12,744,2022,2022-05-16,1546,D14,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,095,Annex (95),095,Annex (95),NO
837,GO-2022895878,2022,2022-05-13,1414,2022,2022-05-13,1615,NSA,Other Commercial / Corporate Places ,NO,NO,None,None,None,None,None,Transgender,NO,Assault,NSA,NSA,NSA,NSA,NO
838,GO-2022896885,2022,2022-05-13,1625,2022,2022-05-13,1625,D32,Public Transportation,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,036,Newtonbrook West (36),036,Newtonbrook West (36),NO
839,GO-2022973725,2022,2022-05-16,205,2022,2022-05-24,959,D53,Public Transportation,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,095,Annex (95),095,Annex (95),NO
840,GO-2022929403,2022,2022-05-17,1720,2022,2022-05-18,849,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO
841,GO-2022930329,2022,2022-05-18,900,2022,2022-05-18,955,D33,Religious Place of Worship/Cultural Centre,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,042,Banbury-Don Mills (42),042,Banbury-Don Mills (42),NO
842,GO-2022936734,2022,2022-05-18,1800,2022,2022-05-19,840,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,012,Markland Wood (12),012,Markland Wood (12),NO
843,GO-2022941259,2022,2022-05-19,1810,2022,2022-05-19,1830,D52,Other Commercial / Corporate Places ,NO,NO,None,None,None,None,Gay,None,NO,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
844,GO-2022949224,2022,2022-05-20,2000,2022,2022-05-20,2000,D42,Public Transportation,NO,NO,Black,None,None,None,None,None,NO,Mischief Under $5000,145,Malvern West (145),132,Malvern (132),NO
845,GO-2022958627,2022,2022-05-21,2320,2022,2022-05-21,2328,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,Muslim,None,None,NO,Mischief Interfere With Property,159,Etobicoke City Centre (159),014,Islington-City Centre West (14),NO
846,GO-2022967269,2022,2022-05-21,930,2022,2022-05-23,1050,D22,"Open Area, Park or Parking Lot",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Under $5000,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),NO
847,GO-2022984269,2022,2022-05-25,1646,2022,2022-05-25,1646,D32,NA,NO,NO,Black,None,None,None,None,None,NO,"Mischief To Religious Property, Educational Institutions, Etc.",040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),NO
848,GO-2022982864,2022,2022-05-25,1336,2022,2022-05-25,1336,D13,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Assault With a Weapon,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),YES
849,GO-2022996418,2022,2022-05-27,1041,2022,2022-05-27,1041,D22,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,016,Stonegate-Queensway (16),016,Stonegate-Queensway (16),NO
850,GO-20221019688,2022,2022-05-30,1555,2022,2022-05-30,1555,D52,Other Commercial / Corporate Places ,NO,NO,Black,None,None,None,None,None,NO,Assault With a Weapon,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),YES
851,GO-20221028472,2022,2022-05-31,1500,2022,2022-05-31,1832,D43,"Apartment Building (Condo, Retirement Buidling, etc.)",NO,NO,None,None,None,None,Gay,None,NO,Criminal Harassment,139,Scarborough Village (139),139,Scarborough Village (139),NO
852,GO-20221046731,2022,2022-06-01,1500,2022,2022-06-03,1136,D41,Streets/Roadways/Highway,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Assault,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),NO
853,GO-20221040715,2022,2022-06-02,1215,2022,2022-06-02,1402,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES
854,GO-20221069599,2022,2022-06-02,1600,2022,2022-06-06,1352,D41,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,None,2SLGBTQ+,None,YES,Mischief Under $5000,157,Bendale South (157),127,Bendale (127),NO
855,GO-20221072111,2022,2022-06-06,200,2022,2022-06-06,1851,D31,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES
856,GO-20221070240,2022,2022-06-06,1420,2022,2022-06-06,1420,D52,Business/Retail,NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Uttering Threats - Bodily Harm,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),NO
857,GO-20221078809,2022,2022-06-07,1933,2022,2022-06-07,1933,D55,"House (Townhouse, Retirement Home, Garage, Vehicle, Cottage)",NO,NO,None,None,None,None,2SLGBTQ+,None,NO,Mischief Interfere With Property,057,Broadview North (57),057,Broadview North (57),NO
858,GO-20221090781,2022,2022-06-08,1200,2022,2022-06-09,822,D31,NA,NO,NO,None,None,None,Jewish,None,None,NO,Mischief Under $5000,027,York University Heights (27),027,York University Heights (27),YES
859,GO-20221115446,2022,2022-06-12,1953,2022,2022-06-12,1953,D51,Streets/Roadways/Highway,NO,NO,East/Southeast Asian,None,None,None,None,None,NO,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),YES
860,GO-20221115960,2022,2022-06-12,2115,2022,2022-06-12,2126,D51,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Assault,074,North St.James Town (74),074,North St.James Town (74),YES
861,GO-20221132313,2022,2022-06-15,600,2022,2022-06-15,600,D55,Streets/Roadways/Highway,NO,NO,None,None,None,None,Gay,None,NO,Uttering Threats - Bodily Harm,070,South Riverdale (70),070,South Riverdale (70),NO
862,GO-20221170289,2022,2022-06-17,1630,2022,2022-06-20,1343,D32,"Educational Institution (Universities, Colleges, Schools, etc.)",NO,NO,Black,None,None,Jewish,None,None,YES,Mischief Under $5000,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),NO
